INDEX,org_dataA, org_dataB 
16052, 80, 111 
16053, 93, 121 
16054, 110, 124 
16055, 122, 127 
16056, 140, 131 
16057, 146, 138 
16058, 126, 129 
16059, 117, 124 
16060, 110, 109 
16061, 78, 96 
16062, 78, 88 
16063, 80, 69 
16064, 79, 63 
16065, 86, 65 
16066, 81, 69 
16067, 81, 60 
16068, 95, 86 
16069, 129, 116 
16070, 117, 71 
16071, 85, 95 
16072, 121, 127 
16073, 115, 97 
16074, 65, 107 
16075, 66, 123 
16076, 80, 128 
16077, 109, 117 
16078, 99, 89 
16079, 58, 72 
16080, 44, 64 
16081, 42, 56 
16082, 45, 54 
16083, 73, 83 
16084, 89, 82 
16085, 64, 53 
16086, 59, 52 
16087, 63, 55 
16088, 53, 48 
16089, 43, 40 
16090, 39, 40 
16091, 43, 41 
16092, 45, 45 
16093, 46, 49 
16094, 50, 42 
16095, 46, 39 
16096, 42, 43 
16097, 40, 45 
16098, 40, 54 
16099, 46, 52 
16100, 59, 41 
16101, 52, 40 
16102, 44, 40 
16103, 44, 42 
16104, 48, 52 
16105, 50, 52 
16106, 51, 49 
16107, 53, 43 
16108, 49, 43 
16109, 43, 46 
16110, 45, 44 
16111, 45, 44 
16112, 47, 46 
16113, 51, 49 
16114, 46, 45 
16115, 46, 44 
16116, 59, 54 
16117, 86, 66 
16118, 101, 72 
16119, 110, 88 
16120, 122, 117 
16121, 117, 133 
16122, 99, 134 
16123, 85, 106 
16124, 79, 81 
16125, 81, 78 
16126, 74, 77 
16128, 131, 131 
16129, 131, 131 
16130, 129, 129 
16131, 127, 127 
16132, 127, 128 
16133, 128, 126 
16134, 126, 126 
16135, 128, 128 
16136, 128, 128 
16137, 127, 126 
16138, 124, 127 
16139, 124, 128 
16140, 127, 128 
16141, 127, 127 
16142, 127, 126 
16143, 124, 126 
16144, 125, 124 
16145, 124, 122 
16146, 123, 125 
16147, 124, 124 
16148, 122, 125 
16149, 123, 124 
16150, 123, 124 
16151, 123, 126 
16152, 124, 128 
16153, 125, 128 
16154, 125, 126 
16155, 125, 126 
16156, 124, 123 
16157, 123, 121 
16158, 121, 123 
16159, 119, 123 
16160, 119, 125 
16161, 119, 121 
16162, 118, 119 
16163, 118, 121 
16164, 118, 121 
16165, 120, 119 
16166, 121, 121 
16167, 117, 122 
16168, 122, 121 
16169, 121, 121 
16170, 120, 120 
16171, 120, 121 
16172, 121, 122 
16173, 122, 121 
16174, 120, 119 
16175, 118, 120 
16176, 119, 122 
16177, 120, 121 
16178, 120, 119 
16179, 118, 115 
16180, 115, 114 
16181, 112, 122 
16182, 111, 143 
16183, 109, 179 
16184, 116, 200 
16185, 133, 206 
16186, 164, 197 
16187, 192, 188 
16188, 206, 186 
16189, 209, 180 
16190, 209, 177 
16191, 202, 173 
16192, 198, 166 
16193, 198, 154 
16194, 195, 144 
16195, 190, 137 
16196, 176, 138 
16197, 162, 143 
16198, 161, 145 
16199, 166, 151 
16200, 169, 151 
16201, 171, 153 
16202, 175, 153 
16203, 176, 151 
16204, 171, 165 
16205, 172, 164 
16206, 172, 161 
16207, 170, 163 
16208, 172, 163 
16209, 172, 171 
16210, 177, 171 
16211, 184, 180 
16212, 182, 175 
16213, 193, 182 
16214, 186, 179 
16215, 198, 190 
16216, 192, 191 
16217, 197, 198 
16218, 194, 201 
16219, 201, 198 
16220, 201, 200 
16221, 203, 199 
16222, 202, 197 
16223, 199, 194 
16224, 200, 196 
16225, 200, 197 
16226, 203, 206 
16227, 210, 208 
16228, 215, 217 
16229, 186, 202 
16230, 130, 165 
16231, 92, 119 
16232, 86, 95 
16233, 90, 92 
16234, 92, 91 
16235, 92, 92 
16236, 96, 93 
16237, 97, 94 
16238, 100, 97 
16239, 104, 99 
16240, 107, 106 
16241, 110, 111 
16242, 116, 115 
16243, 117, 117 
16244, 118, 120 
16245, 121, 113 
16246, 115, 109 
16247, 110, 119 
16248, 119, 128 
16249, 122, 177 
16250, 158, 165 
16251, 193, 154 
16252, 175, 154 
16253, 142, 151 
16254, 141, 161 
16255, 146, 157 
16256, 151, 155 
16257, 153, 150 
16258, 153, 134 
16259, 130, 134 
16260, 109, 142 
16261, 122, 79 
16262, 81, 43 
16263, 41, 41 
16264, 41, 53 
16265, 55, 96 
16266, 103, 118 
16267, 115, 129 
16268, 78, 85 
16269, 55, 95 
16270, 79, 114 
16271, 110, 105 
16272, 114, 96 
16273, 106, 118 
16274, 96, 124 
16275, 127, 74 
16276, 115, 71 
16277, 99, 84 
16278, 98, 98 
16279, 99, 117 
16280, 109, 108 
16281, 112, 97 
16282, 121, 93 
16283, 138, 85 
16284, 147, 93 
16285, 149, 106 
16286, 148, 116 
16287, 147, 138 
16288, 140, 160 
16289, 133, 156 
16290, 123, 141 
16291, 113, 122 
16292, 110, 98 
16293, 117, 82 
16294, 113, 91 
16295, 116, 93 
16296, 107, 73 
16297, 107, 70 
16298, 105, 88 
16299, 93, 90 
16300, 79, 73 
16301, 75, 69 
16302, 77, 82 
16303, 92, 104 
16304, 101, 103 
16305, 100, 111 
16306, 106, 97 
16307, 87, 68 
16308, 89, 78 
16309, 111, 88 
16310, 121, 97 
16311, 124, 106 
16312, 127, 109 
16313, 131, 115 
16314, 138, 124 
16315, 129, 136 
16316, 124, 131 
16317, 109, 109 
16318, 96, 104 
16319, 88, 92 
16320, 69, 78 
16321, 63, 61 
16322, 65, 52 
16323, 69, 44 
16324, 60, 69 
16325, 86, 121 
16326, 116, 91 
16327, 71, 88 
16328, 95, 107 
16329, 127, 117 
16330, 97, 117 
16331, 107, 77 
16332, 123, 59 
16333, 128, 75 
16334, 117, 101 
16335, 89, 101 
16336, 72, 86 
16337, 64, 88 
16338, 56, 83 
16339, 54, 85 
16340, 83, 90 
16341, 82, 54 
16342, 53, 41 
16343, 52, 47 
16344, 55, 47 
16345, 48, 48 
16346, 40, 47 
16347, 40, 47 
16348, 41, 51 
16349, 45, 47 
16350, 49, 43 
16351, 42, 47 
16352, 39, 54 
16353, 43, 55 
16354, 45, 50 
16355, 54, 43 
16356, 52, 42 
16357, 41, 45 
16358, 40, 49 
16359, 40, 50 
16360, 42, 49 
16361, 52, 53 
16362, 52, 55 
16363, 49, 44 
16364, 43, 40 
16365, 43, 47 
16366, 46, 52 
16367, 44, 48 
16368, 44, 42 
16369, 46, 41 
16370, 49, 45 
16371, 45, 49 
16372, 44, 50 
16373, 54, 51 
16374, 66, 41 
16375, 72, 43 
16376, 88, 60 
16377, 117, 93 
16378, 133, 121 
16379, 134, 135 
16380, 106, 126 
16381, 81, 87 
16382, 78, 69 
16384, 131, 131 
16385, 131, 131 
16386, 131, 129 
16387, 129, 128 
16388, 127, 129 
16389, 128, 126 
16390, 126, 127 
16391, 126, 128 
16392, 128, 128 
16393, 128, 127 
16394, 126, 128 
16395, 127, 129 
16396, 128, 129 
16397, 128, 126 
16398, 127, 126 
16399, 126, 127 
16400, 126, 125 
16401, 124, 126 
16402, 122, 125 
16403, 125, 122 
16404, 124, 124 
16405, 125, 125 
16406, 124, 124 
16407, 124, 124 
16408, 126, 125 
16409, 128, 127 
16410, 128, 126 
16411, 126, 124 
16412, 126, 122 
16413, 123, 123 
16414, 121, 122 
16415, 123, 122 
16416, 123, 124 
16417, 125, 121 
16418, 121, 119 
16419, 119, 120 
16420, 121, 119 
16421, 121, 118 
16422, 119, 120 
16423, 121, 121 
16424, 122, 120 
16425, 121, 122 
16426, 121, 120 
16427, 120, 121 
16428, 121, 122 
16429, 122, 123 
16430, 121, 120 
16431, 119, 121 
16432, 120, 122 
16433, 122, 119 
16434, 121, 120 
16435, 119, 130 
16436, 115, 156 
16437, 114, 177 
16438, 122, 192 
16439, 143, 189 
16440, 179, 178 
16441, 200, 162 
16442, 206, 154 
16443, 197, 160 
16444, 188, 149 
16445, 186, 141 
16446, 180, 142 
16447, 177, 146 
16448, 173, 131 
16449, 166, 126 
16450, 154, 119 
16451, 144, 120 
16452, 137, 129 
16453, 138, 128 
16454, 143, 130 
16455, 145, 134 
16456, 151, 138 
16457, 151, 146 
16458, 153, 145 
16459, 153, 146 
16460, 151, 154 
16461, 165, 161 
16462, 164, 157 
16463, 161, 161 
16464, 163, 156 
16465, 163, 152 
16466, 171, 162 
16467, 171, 167 
16468, 180, 171 
16469, 175, 165 
16470, 182, 170 
16471, 179, 178 
16472, 190, 185 
16473, 191, 192 
16474, 198, 195 
16475, 201, 198 
16476, 198, 200 
16477, 200, 203 
16478, 199, 195 
16479, 197, 196 
16480, 194, 193 
16481, 196, 199 
16482, 197, 197 
16483, 206, 208 
16484, 208, 207 
16485, 217, 214 
16486, 202, 216 
16487, 165, 201 
16488, 119, 178 
16489, 95, 167 
16490, 92, 166 
16491, 91, 164 
16492, 92, 160 
16493, 93, 144 
16494, 94, 120 
16495, 97, 105 
16496, 99, 104 
16497, 106, 107 
16498, 111, 110 
16499, 115, 114 
16500, 117, 116 
16501, 120, 115 
16502, 113, 116 
16503, 109, 128 
16504, 119, 133 
16505, 128, 150 
16506, 177, 98 
16507, 165, 89 
16508, 154, 111 
16509, 154, 116 
16510, 151, 169 
16511, 161, 170 
16512, 157, 146 
16513, 155, 132 
16514, 150, 120 
16515, 134, 117 
16516, 134, 90 
16517, 142, 51 
16518, 79, 41 
16519, 43, 39 
16520, 41, 72 
16521, 53, 100 
16522, 96, 75 
16523, 118, 123 
16524, 129, 133 
16525, 85, 100 
16526, 95, 88 
16527, 114, 85 
16528, 105, 109 
16529, 96, 126 
16530, 118, 111 
16531, 124, 76 
16532, 74, 75 
16533, 71, 63 
16534, 84, 57 
16535, 98, 72 
16536, 117, 95 
16537, 108, 120 
16538, 97, 115 
16539, 93, 88 
16540, 85, 75 
16541, 93, 64 
16542, 106, 55 
16543, 116, 62 
16544, 138, 83 
16545, 160, 105 
16546, 156, 132 
16547, 141, 145 
16548, 122, 132 
16549, 98, 116 
16550, 82, 103 
16551, 91, 84 
16552, 93, 82 
16553, 73, 73 
16554, 70, 58 
16555, 88, 85 
16556, 90, 101 
16557, 73, 77 
16558, 69, 67 
16559, 82, 92 
16560, 104, 100 
16561, 103, 96 
16562, 111, 115 
16563, 97, 96 
16564, 68, 67 
16565, 78, 67 
16566, 88, 82 
16567, 97, 105 
16568, 106, 115 
16569, 109, 113 
16570, 115, 122 
16571, 124, 132 
16572, 136, 131 
16573, 131, 116 
16574, 109, 105 
16575, 104, 115 
16576, 92, 118 
16577, 78, 94 
16578, 61, 62 
16579, 52, 60 
16580, 44, 83 
16581, 69, 127 
16582, 121, 102 
16583, 91, 83 
16584, 88, 106 
16585, 107, 126 
16586, 117, 86 
16587, 117, 59 
16588, 77, 56 
16589, 59, 48 
16590, 75, 64 
16591, 101, 90 
16592, 101, 81 
16593, 86, 66 
16594, 88, 64 
16595, 83, 72 
16596, 85, 78 
16597, 90, 60 
16598, 54, 52 
16599, 41, 51 
16600, 47, 56 
16601, 47, 62 
16602, 48, 62 
16603, 47, 63 
16604, 47, 66 
16605, 51, 63 
16606, 47, 60 
16607, 43, 59 
16608, 47, 57 
16609, 54, 57 
16610, 55, 61 
16611, 50, 67 
16612, 43, 76 
16613, 42, 80 
16614, 45, 72 
16615, 49, 53 
16616, 50, 45 
16617, 49, 51 
16618, 53, 56 
16619, 55, 56 
16620, 44, 45 
16621, 40, 42 
16622, 47, 52 
16623, 52, 62 
16624, 48, 63 
16625, 42, 62 
16626, 41, 58 
16627, 45, 50 
16628, 49, 46 
16629, 50, 50 
16630, 51, 46 
16631, 41, 37 
16632, 43, 40 
16633, 60, 54 
16634, 93, 63 
16635, 121, 81 
16636, 135, 116 
16637, 126, 117 
16638, 87, 96 
16640, 131, 130 
16641, 131, 131 
16642, 131, 130 
16643, 129, 127 
16644, 128, 128 
16645, 129, 128 
16646, 126, 129 
16647, 127, 128 
16648, 128, 129 
16649, 128, 128 
16650, 127, 128 
16651, 128, 126 
16652, 129, 127 
16653, 129, 126 
16654, 126, 128 
16655, 126, 128 
16656, 127, 128 
16657, 125, 127 
16658, 126, 125 
16659, 125, 122 
16660, 122, 123 
16661, 124, 124 
16662, 125, 125 
16663, 124, 125 
16664, 124, 125 
16665, 125, 126 
16666, 127, 126 
16667, 126, 124 
16668, 124, 123 
16669, 122, 125 
16670, 123, 124 
16671, 122, 123 
16672, 122, 122 
16673, 124, 120 
16674, 121, 119 
16675, 119, 119 
16676, 120, 119 
16677, 119, 119 
16678, 118, 120 
16679, 120, 123 
16680, 121, 122 
16681, 120, 121 
16682, 122, 121 
16683, 120, 122 
16684, 121, 119 
16685, 122, 121 
16686, 123, 123 
16687, 120, 121 
16688, 121, 122 
16689, 122, 123 
16690, 119, 131 
16691, 120, 154 
16692, 130, 165 
16693, 156, 158 
16694, 177, 145 
16695, 192, 132 
16696, 189, 124 
16697, 178, 116 
16698, 162, 119 
16699, 154, 122 
16700, 160, 114 
16701, 149, 109 
16702, 141, 104 
16703, 142, 107 
16704, 146, 109 
16705, 131, 109 
16706, 126, 111 
16707, 119, 115 
16708, 120, 118 
16709, 129, 121 
16710, 128, 122 
16711, 130, 124 
16712, 134, 125 
16713, 138, 129 
16714, 146, 137 
16715, 145, 138 
16716, 146, 143 
16717, 154, 148 
16718, 161, 152 
16719, 157, 162 
16720, 161, 149 
16721, 156, 154 
16722, 152, 152 
16723, 162, 165 
16724, 167, 165 
16725, 171, 167 
16726, 165, 163 
16727, 170, 171 
16728, 178, 177 
16729, 185, 176 
16730, 192, 179 
16731, 195, 182 
16732, 198, 183 
16733, 200, 185 
16734, 203, 187 
16735, 195, 190 
16736, 196, 197 
16737, 193, 194 
16738, 199, 200 
16739, 197, 196 
16740, 208, 204 
16741, 207, 206 
16742, 214, 204 
16743, 216, 206 
16744, 201, 219 
16745, 178, 218 
16746, 167, 218 
16747, 166, 219 
16748, 164, 217 
16749, 160, 216 
16750, 144, 202 
16751, 120, 180 
16752, 105, 148 
16753, 104, 121 
16754, 107, 107 
16755, 110, 111 
16756, 114, 116 
16757, 116, 125 
16758, 115, 134 
16759, 116, 139 
16760, 128, 157 
16761, 133, 117 
16762, 150, 64 
16763, 98, 58 
16764, 89, 60 
16765, 111, 64 
16766, 116, 130 
16767, 169, 157 
16768, 170, 115 
16769, 146, 92 
16770, 132, 79 
16771, 120, 76 
16772, 117, 53 
16773, 90, 39 
16774, 51, 39 
16775, 41, 47 
16776, 39, 100 
16777, 72, 91 
16778, 100, 63 
16779, 75, 111 
16780, 123, 133 
16781, 133, 90 
16782, 100, 57 
16783, 88, 83 
16784, 85, 114 
16785, 109, 96 
16786, 126, 64 
16787, 111, 71 
16788, 76, 73 
16789, 75, 64 
16790, 63, 61 
16791, 57, 55 
16792, 72, 54 
16793, 95, 65 
16794, 120, 68 
16795, 115, 71 
16796, 88, 93 
16797, 75, 104 
16798, 64, 98 
16799, 55, 97 
16800, 62, 81 
16801, 83, 70 
16802, 105, 79 
16803, 132, 104 
16804, 145, 123 
16805, 132, 132 
16806, 116, 130 
16807, 103, 117 
16808, 84, 115 
16809, 82, 107 
16810, 73, 65 
16811, 58, 55 
16812, 85, 84 
16813, 101, 104 
16814, 77, 81 
16815, 67, 85 
16816, 92, 93 
16817, 100, 87 
16818, 96, 104 
16819, 115, 119 
16820, 96, 92 
16821, 67, 65 
16822, 67, 82 
16823, 82, 118 
16824, 105, 108 
16825, 115, 99 
16826, 113, 116 
16827, 122, 122 
16828, 132, 115 
16829, 131, 123 
16830, 116, 116 
16831, 105, 117 
16832, 115, 132 
16833, 118, 126 
16834, 94, 92 
16835, 62, 102 
16836, 60, 107 
16837, 83, 134 
16838, 127, 124 
16839, 102, 108 
16840, 83, 131 
16841, 106, 100 
16842, 126, 72 
16843, 86, 67 
16844, 59, 67 
16845, 56, 64 
16846, 48, 53 
16847, 64, 58 
16848, 90, 85 
16849, 81, 83 
16850, 66, 66 
16851, 64, 55 
16852, 72, 55 
16853, 78, 51 
16854, 60, 52 
16855, 52, 48 
16856, 51, 49 
16857, 56, 57 
16858, 62, 59 
16859, 62, 61 
16860, 63, 53 
16861, 66, 56 
16862, 63, 54 
16863, 60, 44 
16864, 59, 42 
16865, 57, 48 
16866, 57, 70 
16867, 61, 94 
16868, 67, 87 
16869, 76, 62 
16870, 80, 48 
16871, 72, 53 
16872, 53, 65 
16873, 45, 55 
16874, 51, 47 
16875, 56, 58 
16876, 56, 63 
16877, 45, 46 
16878, 42, 41 
16879, 52, 57 
16880, 62, 81 
16881, 63, 90 
16882, 62, 85 
16883, 58, 85 
16884, 50, 69 
16885, 46, 61 
16886, 50, 75 
16887, 46, 63 
16888, 37, 49 
16889, 40, 45 
16890, 54, 40 
16891, 63, 43 
16892, 81, 56 
16893, 116, 94 
16894, 117, 123 
16896, 130, 130 
16897, 130, 129 
16898, 131, 129 
16899, 130, 131 
16900, 127, 129 
16901, 128, 129 
16902, 128, 128 
16903, 129, 130 
16904, 128, 130 
16905, 129, 129 
16906, 128, 130 
16907, 128, 127 
16908, 126, 126 
16909, 127, 127 
16910, 126, 127 
16911, 128, 126 
16912, 128, 129 
16913, 128, 127 
16914, 127, 126 
16915, 125, 126 
16916, 122, 124 
16917, 123, 125 
16918, 124, 127 
16919, 125, 127 
16920, 125, 125 
16921, 125, 125 
16922, 126, 126 
16923, 126, 125 
16924, 124, 122 
16925, 123, 123 
16926, 125, 123 
16927, 124, 123 
16928, 123, 124 
16929, 122, 121 
16930, 120, 121 
16931, 119, 121 
16932, 119, 120 
16933, 119, 119 
16934, 119, 121 
16935, 120, 122 
16936, 123, 123 
16937, 122, 121 
16938, 121, 121 
16939, 121, 122 
16940, 122, 123 
16941, 119, 121 
16942, 121, 124 
16943, 123, 124 
16944, 121, 129 
16945, 122, 135 
16946, 123, 131 
16947, 131, 122 
16948, 154, 115 
16949, 165, 109 
16950, 158, 103 
16951, 145, 101 
16952, 132, 99 
16953, 124, 99 
16954, 116, 101 
16955, 119, 102 
16956, 122, 102 
16957, 114, 97 
16958, 109, 94 
16959, 104, 96 
16960, 107, 99 
16961, 109, 97 
16962, 109, 99 
16963, 111, 103 
16964, 115, 106 
16965, 118, 106 
16966, 121, 105 
16967, 122, 112 
16968, 124, 114 
16969, 125, 122 
16970, 129, 129 
16971, 137, 135 
16972, 138, 142 
16973, 143, 143 
16974, 148, 144 
16975, 152, 145 
16976, 162, 148 
16977, 149, 150 
16978, 154, 157 
16979, 152, 157 
16980, 165, 162 
16981, 165, 159 
16982, 167, 161 
16983, 163, 159 
16984, 171, 162 
16985, 177, 160 
16986, 176, 158 
16987, 179, 163 
16988, 182, 157 
16989, 183, 157 
16990, 185, 163 
16991, 187, 177 
16992, 190, 183 
16993, 197, 196 
16994, 194, 182 
16995, 200, 177 
16996, 196, 184 
16997, 204, 191 
16998, 206, 193 
16999, 204, 196 
17000, 206, 205 
17001, 219, 214 
17002, 218, 214 
17003, 218, 214 
17004, 219, 215 
17005, 217, 217 
17006, 216, 219 
17007, 202, 222 
17008, 180, 219 
17009, 148, 192 
17010, 121, 154 
17011, 107, 126 
17012, 111, 120 
17013, 116, 129 
17014, 125, 115 
17015, 134, 101 
17016, 139, 118 
17017, 157, 56 
17018, 117, 39 
17019, 64, 48 
17020, 58, 47 
17021, 60, 82 
17022, 64, 143 
17023, 130, 162 
17024, 157, 117 
17025, 115, 64 
17026, 92, 68 
17027, 79, 66 
17028, 76, 50 
17029, 53, 41 
17030, 39, 51 
17031, 39, 80 
17032, 47, 118 
17033, 100, 80 
17034, 91, 101 
17035, 63, 130 
17036, 111, 125 
17037, 133, 90 
17038, 90, 81 
17039, 57, 113 
17040, 83, 95 
17041, 114, 65 
17042, 96, 49 
17043, 64, 51 
17044, 71, 52 
17045, 73, 52 
17046, 64, 58 
17047, 61, 58 
17048, 55, 57 
17049, 54, 58 
17050, 65, 45 
17051, 68, 38 
17052, 71, 41 
17053, 93, 54 
17054, 104, 75 
17055, 98, 111 
17056, 97, 127 
17057, 81, 129 
17058, 70, 133 
17059, 79, 129 
17060, 104, 132 
17061, 123, 131 
17062, 132, 114 
17063, 130, 112 
17064, 117, 124 
17065, 115, 128 
17066, 107, 110 
17067, 65, 73 
17068, 55, 58 
17069, 84, 86 
17070, 104, 109 
17071, 81, 101 
17072, 85, 93 
17073, 93, 85 
17074, 87, 87 
17075, 104, 110 
17076, 119, 124 
17077, 92, 100 
17078, 65, 104 
17079, 82, 98 
17080, 118, 78 
17081, 108, 86 
17082, 99, 104 
17083, 116, 120 
17084, 122, 129 
17085, 115, 136 
17086, 123, 118 
17087, 116, 96 
17088, 117, 98 
17089, 132, 91 
17090, 126, 92 
17091, 92, 119 
17092, 102, 136 
17093, 107, 155 
17094, 134, 145 
17095, 124, 120 
17096, 108, 102 
17097, 131, 69 
17098, 100, 61 
17099, 72, 63 
17100, 67, 75 
17101, 67, 78 
17102, 64, 66 
17103, 53, 58 
17104, 58, 63 
17105, 85, 88 
17106, 83, 95 
17107, 66, 75 
17108, 55, 72 
17109, 55, 76 
17110, 51, 69 
17111, 52, 56 
17112, 48, 49 
17113, 49, 43 
17114, 57, 38 
17115, 59, 39 
17116, 61, 49 
17117, 53, 54 
17118, 56, 52 
17119, 54, 55 
17120, 44, 73 
17121, 42, 85 
17122, 48, 71 
17123, 70, 57 
17124, 94, 51 
17125, 87, 52 
17126, 62, 55 
17127, 48, 64 
17128, 53, 77 
17129, 65, 52 
17130, 55, 41 
17131, 47, 49 
17132, 58, 53 
17133, 63, 58 
17134, 46, 56 
17135, 41, 45 
17136, 57, 58 
17137, 81, 82 
17138, 90, 70 
17139, 85, 68 
17140, 85, 89 
17141, 69, 97 
17142, 61, 97 
17143, 75, 100 
17144, 63, 93 
17145, 49, 80 
17146, 45, 48 
17147, 40, 43 
17148, 43, 43 
17149, 56, 53 
17150, 94, 75 
17152, 130, 135 
17153, 130, 133 
17154, 129, 131 
17155, 129, 131 
17156, 131, 129 
17157, 129, 128 
17158, 129, 128 
17159, 128, 128 
17160, 130, 129 
17161, 130, 130 
17162, 129, 130 
17163, 130, 129 
17164, 127, 128 
17165, 126, 129 
17166, 127, 128 
17167, 127, 128 
17168, 126, 128 
17169, 129, 126 
17170, 127, 124 
17171, 126, 126 
17172, 126, 125 
17173, 124, 126 
17174, 125, 127 
17175, 127, 127 
17176, 127, 125 
17177, 125, 124 
17178, 125, 126 
17179, 126, 126 
17180, 125, 122 
17181, 122, 124 
17182, 123, 123 
17183, 123, 122 
17184, 123, 124 
17185, 124, 124 
17186, 121, 123 
17187, 121, 122 
17188, 121, 122 
17189, 120, 122 
17190, 119, 123 
17191, 121, 123 
17192, 122, 122 
17193, 123, 124 
17194, 121, 124 
17195, 121, 122 
17196, 122, 121 
17197, 123, 123 
17198, 121, 126 
17199, 124, 130 
17200, 124, 133 
17201, 129, 127 
17202, 135, 117 
17203, 131, 107 
17204, 122, 101 
17205, 115, 99 
17206, 109, 101 
17207, 103, 105 
17208, 101, 105 
17209, 99, 105 
17210, 99, 100 
17211, 101, 101 
17212, 102, 100 
17213, 102, 99 
17214, 97, 99 
17215, 94, 102 
17216, 96, 103 
17217, 99, 97 
17218, 97, 94 
17219, 99, 96 
17220, 103, 103 
17221, 106, 107 
17222, 106, 105 
17223, 105, 103 
17224, 112, 106 
17225, 114, 116 
17226, 122, 125 
17227, 129, 123 
17228, 135, 133 
17229, 142, 141 
17230, 143, 141 
17231, 144, 139 
17232, 145, 140 
17233, 148, 140 
17234, 150, 147 
17235, 157, 153 
17236, 157, 150 
17237, 162, 159 
17238, 159, 153 
17239, 161, 149 
17240, 159, 144 
17241, 162, 140 
17242, 160, 137 
17243, 158, 132 
17244, 163, 138 
17245, 157, 135 
17246, 157, 148 
17247, 163, 155 
17248, 177, 171 
17249, 183, 174 
17250, 196, 165 
17251, 182, 162 
17252, 177, 162 
17253, 184, 183 
17254, 191, 195 
17255, 193, 193 
17256, 196, 196 
17257, 205, 203 
17258, 214, 210 
17259, 214, 215 
17260, 214, 213 
17261, 215, 214 
17262, 217, 217 
17263, 219, 215 
17264, 222, 215 
17265, 219, 219 
17266, 192, 219 
17267, 154, 194 
17268, 126, 155 
17269, 120, 123 
17270, 129, 94 
17271, 115, 116 
17272, 101, 117 
17273, 118, 54 
17274, 56, 37 
17275, 39, 40 
17276, 48, 39 
17277, 47, 72 
17278, 82, 134 
17279, 143, 159 
17280, 162, 132 
17281, 117, 86 
17282, 64, 58 
17283, 68, 40 
17284, 66, 39 
17285, 50, 52 
17286, 41, 81 
17287, 51, 102 
17288, 80, 110 
17289, 118, 90 
17290, 80, 93 
17291, 101, 105 
17292, 130, 118 
17293, 125, 99 
17294, 90, 101 
17295, 81, 86 
17296, 113, 53 
17297, 95, 49 
17298, 65, 54 
17299, 49, 52 
17300, 51, 45 
17301, 52, 45 
17302, 52, 54 
17303, 58, 59 
17304, 58, 65 
17305, 57, 61 
17306, 58, 50 
17307, 45, 44 
17308, 38, 45 
17309, 41, 43 
17310, 54, 51 
17311, 75, 51 
17312, 111, 56 
17313, 127, 62 
17314, 129, 75 
17315, 133, 96 
17316, 129, 118 
17317, 132, 135 
17318, 131, 137 
17319, 114, 139 
17320, 112, 135 
17321, 124, 120 
17322, 128, 133 
17323, 110, 119 
17324, 73, 74 
17325, 58, 82 
17326, 86, 122 
17327, 109, 131 
17328, 101, 79 
17329, 93, 61 
17330, 85, 77 
17331, 87, 105 
17332, 110, 113 
17333, 124, 136 
17334, 100, 126 
17335, 104, 94 
17336, 98, 89 
17337, 78, 81 
17338, 86, 82 
17339, 104, 103 
17340, 120, 128 
17341, 129, 136 
17342, 136, 141 
17343, 118, 114 
17344, 96, 86 
17345, 98, 80 
17346, 91, 108 
17347, 92, 135 
17348, 119, 153 
17349, 136, 138 
17350, 155, 96 
17351, 145, 68 
17352, 120, 68 
17353, 102, 74 
17354, 69, 71 
17355, 61, 61 
17356, 63, 66 
17357, 75, 75 
17358, 78, 69 
17359, 66, 73 
17360, 58, 69 
17361, 63, 69 
17362, 88, 87 
17363, 95, 87 
17364, 75, 73 
17365, 72, 70 
17366, 76, 76 
17367, 69, 72 
17368, 56, 66 
17369, 49, 66 
17370, 43, 63 
17371, 38, 63 
17372, 39, 69 
17373, 49, 88 
17374, 54, 97 
17375, 52, 94 
17376, 55, 80 
17377, 73, 71 
17378, 85, 61 
17379, 71, 47 
17380, 57, 42 
17381, 51, 49 
17382, 52, 68 
17383, 55, 72 
17384, 64, 42 
17385, 77, 35 
17386, 52, 48 
17387, 41, 52 
17388, 49, 50 
17389, 53, 57 
17390, 58, 67 
17391, 56, 59 
17392, 45, 47 
17393, 58, 57 
17394, 82, 64 
17395, 70, 46 
17396, 68, 45 
17397, 89, 68 
17398, 97, 102 
17399, 97, 119 
17400, 100, 120 
17401, 93, 109 
17402, 80, 86 
17403, 48, 69 
17404, 43, 75 
17405, 43, 70 
17406, 53, 65 
17408, 134, 133 
17409, 135, 132 
17410, 133, 131 
17411, 131, 130 
17412, 131, 130 
17413, 129, 131 
17414, 128, 130 
17415, 128, 130 
17416, 128, 131 
17417, 129, 130 
17418, 130, 130 
17419, 130, 130 
17420, 129, 128 
17421, 128, 127 
17422, 129, 129 
17423, 128, 128 
17424, 128, 128 
17425, 128, 127 
17426, 126, 125 
17427, 124, 126 
17428, 126, 127 
17429, 125, 126 
17430, 126, 127 
17431, 127, 127 
17432, 127, 127 
17433, 125, 126 
17434, 124, 125 
17435, 126, 126 
17436, 126, 126 
17437, 122, 123 
17438, 124, 124 
17439, 123, 123 
17440, 122, 124 
17441, 124, 125 
17442, 124, 123 
17443, 123, 122 
17444, 122, 123 
17445, 122, 122 
17446, 122, 123 
17447, 123, 122 
17448, 123, 120 
17449, 122, 123 
17450, 124, 124 
17451, 124, 123 
17452, 122, 122 
17453, 121, 126 
17454, 123, 126 
17455, 126, 123 
